start_district_nm,end_district_nm,transport_type,vehicle_type,trip_cnt,trip_dur
Алтуфьевский,Марфино,lt,,,16.0
Алтуфьевский,Марфино,lt,,11.0,
Алтуфьевский,Марьина Роща,lt,,,36.0
Алтуфьевский,Марьина Роща,lt,,25.0,
Алтуфьевский,Марьино,lt,,,69.0
Алтуфьевский,Марьино,lt,,1.0,
Алтуфьевский,Матушкино,lt,,,54.0
Алтуфьевский,Матушкино,lt,,1.0,
Алтуфьевский,Метрогородок,lt,,,27.0
Алтуфьевский,Метрогородок,lt,,18.0,
Алтуфьевский,Мещанский,lt,,,42.0
Алтуфьевский,Мещанский,lt,,23.0,
Алтуфьевский,Митино,lt,,,60.0
Алтуфьевский,Митино,lt,,11.0,
Алтуфьевский,Можайский,lt,,,63.0
Алтуфьевский,Можайский,lt,,14.0,
Алтуфьевский,Молжаниновский,lt,,,50.0
Алтуфьевский,Молжаниновский,lt,,4.0,
Алтуфьевский,Москворечье-Сабурово,lt,,,58.0
Алтуфьевский,Москворечье-Сабурово,lt,,5.0,
Алтуфьевский,Нагатино-Садовники,lt,,,69.0
Алтуфьевский,Нагатино-Садовники,lt,,7.0,
Алтуфьевский,Нагатинский Затон,lt,,,68.0
Алтуфьевский,Нагатинский Затон,lt,,2.0,
Алтуфьевский,Нагорный,lt,,,67.0
Алтуфьевский,Нагорный,lt,,4.0,
Алтуфьевский,Некрасовка,lt,,,55.0
Алтуфьевский,Некрасовка,lt,,3.0,
Алтуфьевский,Нижегородский,lt,,,51.0
Алтуфьевский,Нижегородский,lt,,5.0,
Алтуфьевский,Ново-Переделкино,lt,,,81.0
Алтуфьевский,Ново-Переделкино,lt,,1.0,
Алтуфьевский,Новогиреево,lt,,,67.0
Алтуфьевский,Новогиреево,lt,,1.0,
Алтуфьевский,Новокосино,lt,,,39.0
Алтуфьевский,Новокосино,lt,,3.0,
Алтуфьевский,Обручевский,lt,,,77.0
Алтуфьевский,Обручевский,lt,,2.0,
Алтуфьевский,Орехово-Борисово Северное,lt,,,79.0
Алтуфьевский,Орехово-Борисово Северное,lt,,1.0,
Алтуфьевский,Орехово-Борисово Южное,lt,,,57.0
Алтуфьевский,Орехово-Борисово Южное,lt,,4.0,
Алтуфьевский,Останкинский,lt,,,25.0
Алтуфьевский,Останкинский,lt,,84.0,
Алтуфьевский,Отрадное,lt,,,11.0
Алтуфьевский,Отрадное,lt,,274.0,
Алтуфьевский,Очаково-Матвеевское,lt,,,72.0
Алтуфьевский,Очаково-Матвеевское,lt,,4.0,
Алтуфьевский,Перово,lt,,,37.0
Алтуфьевский,Перово,lt,,16.0,
Алтуфьевский,Печатники,lt,,,54.0
Алтуфьевский,Печатники,lt,,3.0,
Алтуфьевский,Покровское-Стрешнево,lt,,,58.0
Алтуфьевский,Покровское-Стрешнево,lt,,4.0,
Алтуфьевский,Преображенское,lt,,,50.0
Алтуфьевский,Преображенское,lt,,3.0,
Алтуфьевский,Пресненский,lt,,,50.0
Алтуфьевский,Пресненский,lt,,18.0,
Алтуфьевский,Проспект Вернадского,lt,,,66.0
Алтуфьевский,Проспект Вернадского,lt,,2.0,
Алтуфьевский,Раменки,lt,,,67.0
Алтуфьевский,Раменки,lt,,6.0,
Алтуфьевский,Ростокино,lt,,,35.0
Алтуфьевский,Ростокино,lt,,1.0,
Алтуфьевский,Рязанский,lt,,,56.0
Алтуфьевский,Рязанский,lt,,2.0,
Алтуфьевский,Савёлки,lt,,,55.0
Алтуфьевский,Савёлки,lt,,1.0,
Алтуфьевский,Савёловский,lt,,,30.0
Алтуфьевский,Савёловский,lt,,12.0,
Алтуфьевский,Свиблово,lt,,,27.0
Алтуфьевский,Свиблово,lt,,8.0,
Алтуфьевский,Северное Бутово,lt,,,90.0
Алтуфьевский,Северное Бутово,lt,,1.0,
Алтуфьевский,Северное Измайлово,lt,,,30.0
Алтуфьевский,Северное Измайлово,lt,,13.0,
Алтуфьевский,Северное Медведково,lt,,,20.0
Алтуфьевский,Северное Медведково,lt,,33.0,
Алтуфьевский,Северное Тушино,lt,,,45.0
Алтуфьевский,Северное Тушино,lt,,6.0,
Алтуфьевский,Северный,lt,,,19.0
Алтуфьевский,Северный,lt,,88.0,
Алтуфьевский,Силино,lt,,,69.0
Алтуфьевский,Силино,lt,,1.0,
Алтуфьевский,Сокол,lt,,,53.0
Алтуфьевский,Сокол,lt,,2.0,
Алтуфьевский,Соколиная Гора,lt,,,42.0
Алтуфьевский,Соколиная Гора,lt,,13.0,
Алтуфьевский,Сокольники,lt,,,44.0
Алтуфьевский,Сокольники,lt,,14.0,
Алтуфьевский,Солнцево,lt,,,78.0
Алтуфьевский,Солнцево,lt,,1.0,
Алтуфьевский,Старое Крюково,lt,,,55.0
Алтуфьевский,Старое Крюково,lt,,1.0,
Алтуфьевский,Строгино,lt,,,60.0
Алтуфьевский,Строгино,lt,,9.0,
Алтуфьевский,Таганский,lt,,,57.0
Алтуфьевский,Таганский,lt,,12.0,
Алтуфьевский,Тверской,lt,,,48.0
Алтуфьевский,Тверской,lt,,18.0,
Алтуфьевский,Текстильщики,lt,,,48.0
Алтуфьевский,Текстильщики,lt,,2.0,
Алтуфьевский,Тимирязевский,lt,,,26.0
Алтуфьевский,Тимирязевский,lt,,28.0,
Алтуфьевский,Троицк,lt,,,102.0
Алтуфьевский,Троицк,lt,,2.0,
Алтуфьевский,Тропарёво-Никулино,lt,,,82.0
Алтуфьевский,Тропарёво-Никулино,lt,,2.0,
Алтуфьевский,Тёплый Стан,lt,,,83.0
Алтуфьевский,Тёплый Стан,lt,,2.0,
Алтуфьевский,Фили-Давыдково,lt,,,59.0
Алтуфьевский,Фили-Давыдково,lt,,3.0,
Алтуфьевский,Филимонковский,lt,,,93.0
Алтуфьевский,Филимонковский,lt,,2.0,
Алтуфьевский,Филёвский Парк,lt,,,50.0
Алтуфьевский,Филёвский Парк,lt,,5.0,
Алтуфьевский,Хамовники,lt,,,61.0
Алтуфьевский,Хамовники,lt,,8.0,
Алтуфьевский,Ховрино,lt,,,30.0
Алтуфьевский,Ховрино,lt,,16.0,
Алтуфьевский,Хорошёво-Мнёвники,lt,,,54.0
Алтуфьевский,Хорошёво-Мнёвники,lt,,8.0,
Алтуфьевский,Хорошёвский,lt,,,53.0
Алтуфьевский,Хорошёвский,lt,,10.0,
Алтуфьевский,Царицыно,lt,,,60.0
Алтуфьевский,Царицыно,lt,,1.0,
Алтуфьевский,Чертаново Северное,lt,,,79.0
Алтуфьевский,Чертаново Северное,lt,,2.0,
Алтуфьевский,Чертаново Центральное,lt,,,87.0
Алтуфьевский,Чертаново Центральное,lt,,1.0,
Алтуфьевский,Чертаново Южное,lt,,,76.0
Алтуфьевский,Чертаново Южное,lt,,5.0,
